OBJECTID,gridcode,Stratum,Area_KM2,lon_centroid,lat_centroid,Shape_Length,Shape_Area,lon,lat
6766,54314268,81,13.719616000000000,-1025798.206900000572205,1557155.775399999693036,0.215937009395395,0.002393552543387,-174.322485292816850,62.563393653014884
6767,22842280,81,13.719616000000000,-1022094.206900000572205,1557155.775399999693036,0.215961282363149,0.002394350134051,-174.253577486436228,62.573358755021424
6768,7454800,81,13.719616000000000,-1018390.206900000572205,1557155.775399999693036,0.215985368848552,0.002395145709433,-174.184624635772650,62.583291113770592
6769,13150874,81,13.719616000000000,-1014686.206900000572205,1557155.775399999693036,0.216009266881563,0.002395939251624,-174.115626846112548,62.593190696323767
6770,25317210,81,13.719616000000000,-1010982.206900000572205,1557155.775399999693036,0.216032979037109,0.002396730781224,-174.046584222021664,62.603057470290267
6771,55192220,81,13.719616000000000,-1007278.206900000572205,1557155.775399999693036,0.216056502498129,0.002397520258136,-173.977496869487283,62.612891404327151
6772,17833712,81,13.719616000000000,-1003574.206900000572205,1557155.775399999693036,0.216079839688175,0.002398307662266,-173.908364894819812,62.622692465808690
6773,77567320,81,13.719616000000000,-999870.206900000572205,1557155.775399999693036,0.216102990916532,0.002399093003419,-173.839188404764798,62.632460622000679
6774,24929040,81,13.719616000000000,-996166.206900000572205,1557155.775399999693036,0.216125957591637,0.002399876342542,-173.769967506016343,62.642195841622126
6775,5625586,81,13.719616000000000,-992462.206900000572205,1557155.775399999693036,0.216148740047514,0.002400657647006,-173.700702307035812,62.651898092532456
6776,68149352,81,13.719616000000000,-988758.206900000572205,1557155.775399999693036,0.216171335520746,0.002401436817448,-173.631392915215088,62.661567343043572
6777,12993130,81,13.719616000000000,-985054.206900000572205,1557155.775399999693036,0.216193743340474,0.002402213834659,-173.562039440658964,62.671203560969339
6778,14530451,81,13.719616000000000,-981350.206900000572205,1557155.775399999693036,0.216215969321564,0.002402988808725,-173.492641991813485,62.680806714759683
6779,73202320,81,13.719616000000000,-977646.206900000572205,1557155.775399999693036,0.216238012091534,0.002403761688428,-173.423200678885252,62.690376772168904
6780,89880544,81,13.719616000000000,-973942.206900000572205,1557155.775399999693036,0.216259870005224,0.002404532475771,-173.353715611758389,62.699913702005226
