OBJECTID,gridcode,Area_KM2,lon_centroid,lat_centroid,Shape_Length,Shape_Area,lon,lat
2077,33448154,13.719616000000000,-488718.206900000572205,2501675.775399999693036,0.284751778379792,0.003576582879156,-167.890847665584516,72.069026166076668
2078,5338038,13.719616000000000,-485014.206900000572205,2501675.775399999693036,0.284735786333813,0.003577945815350,-167.788579601932980,72.076106451670071
2079,91979584,13.719616000000000,-481310.206900000572205,2501675.775399999693036,0.284719434016392,0.003579299905105,-167.686245143144077,72.083135540043756
2080,39602992,13.719616000000000,-477606.206900000572205,2501675.775399999693036,0.284702734728966,0.003580645282659,-167.583844711233155,72.090113373438669
2081,30324802,13.719616000000000,-473902.206900000572205,2501675.775399999693036,0.284685689372687,0.003581981807302,-167.481378729585344,72.097039893996737
2082,51548696,13.719616000000000,-470198.206900000572205,2501675.775399999693036,0.284668307009983,0.003583309416919,-167.378847623985962,72.103915044243323
2083,54792024,13.719616000000000,-466494.206900000572205,2501675.775399999693036,0.284650595488352,0.003584628131994,-167.276251820750218,72.110738767268842
2084,65462744,13.719616000000000,-462790.206900000572205,2501675.775399999693036,0.284632560866002,0.003585937945740,-167.173591749047830,72.117511006240150
2085,5445992,13.719616000000000,-459086.206900000572205,2501675.775399999693036,0.284614208558572,0.003587238734046,-167.070867840933346,72.124231704886256
2086,36616512,13.719616000000000,-455382.206900000572205,2501675.775399999693036,0.284595548709628,0.003588530521877,-166.968080526930208,72.130900807349249
2087,72150920,13.719616000000000,-451678.206900000572205,2501675.775399999693036,0.284576588163915,0.003589813390642,-166.865230241700374,72.137518257975771
2088,64255368,13.719616000000000,-447974.206900000572205,2501675.775399999693036,0.284557331405456,0.003591087120069,-166.762317422044902,72.144084001035353
2089,51754480,13.719616000000000,-444270.206900000572205,2501675.775399999693036,0.284537788505434,0.003592351793739,-166.659342504756552,72.150597981872068
2090,74236328,13.719616000000000,-440566.206900000572205,2501675.775399999693036,0.284517962376487,0.003593607248246,-166.556305929746259,72.157060145873231
2091,91326760,13.719616000000000,-436862.206900000572205,2501675.775399999693036,0.284497866947163,0.003594853647150,-166.453208137603696,72.163470438650677
2092,86673184,13.719616000000000,-433158.206900000572205,2501675.775399999693036,0.284477504493986,0.003596090805412,-166.350049571480838,72.169828806312211
2093,30442056,13.719616000000000,-429454.206900000572205,2501675.775399999693036,0.284456883113911,0.003597318694442,-166.246830675965697,72.176135195469541
2094,68799992,13.719616000000000,-425750.206900000572205,2501675.775399999693036,0.284436011850718,0.003598537327075,-166.143551896818764,72.182389552902464
2095,41575984,13.719616000000000,-422046.206900000572205,2501675.775399999693036,0.284414896573814,0.003599746709215,-166.040213682459296,72.188591825500197
2096,48144856,13.719616000000000,-418342.206900000572205,2501675.775399999693036,0.284393548416199,0.003600946787088,-165.936816482168922,72.194741961288443
2097,82576528,13.719616000000000,-414638.206900000572205,2501675.775399999693036,0.284371969938044,0.003602137468426,-165.833360746528285,72.200839907876869
2098,47967140,13.719616000000000,-410934.206900000572205,2501675.775399999693036,0.284350172384656,0.003603318824928,-165.729846929122516,72.206885613579644
2099,33137488,13.719616000000000,-407230.206900000572205,2501675.775399999693036,0.284328161736653,0.003604490743409,-165.626275484607874,72.212879027303117
2100,60878484,13.719616000000000,-403526.206900000572205,2501675.775399999693036,0.284305949866993,0.003605653274956,-165.522646868668119,72.218820097717696
2101,25834214,13.719616000000000,-399822.206900000572205,2501675.775399999693036,0.284283537524237,0.003606806255045,-165.418961538564531,72.224708774602078
2102,36894048,13.719616000000000,-396118.206900000572205,2501675.775399999693036,0.284260936155705,0.003607949712369,-165.315219954297561,72.230545007456072
2103,98175512,13.719616000000000,-392414.206900000572205,2501675.775399999693036,0.284238155019964,0.003609083681455,-165.211422576591332,72.236328746253847
2104,55125928,13.719616000000000,-388710.206900000572205,2501675.775399999693036,0.284215202226079,0.003610208154523,-165.107569867779546,72.242059942071975
2105,83054328,13.719616000000000,-385006.206900000572205,2501675.775399999693036,0.284192081169398,0.003611322925344,-165.003662292757014,72.247738545502088
2106,41149276,13.719616000000000,-381302.206900000572205,2501675.775399999693036,0.284168803940543,0.003612428103222,-164.899700315607447,72.253364508009852
2107,61614764,13.719616000000000,-377598.206900000572205,2501675.775399999693036,0.284145380943714,0.003613523742592,-164.795684404528231,72.258937781155808
2108,60117048,13.719616000000000,-373894.206900000572205,2501675.775399999693036,0.284121811246196,0.003614609588471,-164.691615028294137,72.264458317271092
2109,50582968,13.719616000000000,-370190.206900000572205,2501675.775399999693036,0.284098113135338,0.003615685813092,-164.587492657161846,72.269926068631591
2110,57117044,13.719616000000000,-366486.206900000572205,2501675.775399999693036,0.284074289543412,0.003616752314953,-164.483317762863948,72.275340987908692
2111,37981296,13.719616000000000,-362782.206900000572205,2501675.775399999693036,0.284050346707157,0.003617808924392,-164.379090818883242,72.280703028853466
2112,16299653,13.719616000000000,-359078.206900000572205,2501675.775399999693036,0.284026297478100,0.003618855829271,-164.274812298826447,72.286012145420756
2113,26104810,13.719616000000000,-355374.206900000572205,2501675.775399999693036,0.284002147003924,0.003619892924839,-164.170482681066375,72.291268291054052
2114,65937160,13.719616000000000,-351670.206900000572205,2501675.775399999693036,0.283977905493460,0.003620920172279,-164.066102441375051,72.296471420429796
